no;Jenis Penugasan;kluster;ragam;provinsi;kab/kota;latitude;longitude;Tahun Pendataan;Jenis Bantuan;Dampak
886;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
887;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
888;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
889;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
890;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
891;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
892;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
893;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
894;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
895;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
896;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
897;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
898;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
899;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
900;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
901;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
902;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
903;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
904;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
905;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
906;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
907;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
908;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
909;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
910;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
911;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
912;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
913;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
914;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
915;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
916;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
917;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
918;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
919;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
920;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
921;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
922;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
923;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
924;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
925;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
926;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
927;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
928;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
929;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
930;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
931;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
932;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
933;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
934;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
935;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
936;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
937;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
938;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
939;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
940;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
941;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
942;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
943;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
944;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
945;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
946;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
947;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
948;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
949;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
950;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
951;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
952;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
953;Non-Residensial;Kelompok Rentan;ODHA;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
954;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
955;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
956;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
957;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
958;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
959;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;bahan perawatan diri dan Permakanan;Peningkatan kesehatan dan kesejahteraan pribadi
960;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;bahan perawatan diri, Nutrisi, dan Bahan Sandang;Peningkatan kesehatan dan kesejahteraan pribadi
961;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;bahan perawatan diri dan Permakanan;Peningkatan kesehatan dan kesejahteraan pribadi
962;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;bahan perawatan diri dan Permakanan;Peningkatan kesehatan dan kesejahteraan pribadi
963;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Alat bantu dengar dan Permakanan;Peningkatan kualitas pendengaran
964;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
965;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
966;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Kursi Roda dan Permakanan;Peningkatan aksesibilitas dan kemandirian
967;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
968;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
969;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
970;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
971;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
972;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
973;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
974;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
975;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
976;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
977;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
978;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
979;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Tongkat dan Permakanan;Peningkatan keseimbangan dan mobilitas
980;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
981;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
982;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Kursi Roda dan Permakanan;Peningkatan aksesibilitas dan kemandirian
983;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
984;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
985;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
986;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;bahan perawatan diri dan Permakanan;Peningkatan kesehatan dan kesejahteraan pribadi
987;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
988;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
989;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
990;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
991;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Tongkat dan Permakanan;Peningkatan keseimbangan dan mobilitas
992;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
993;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
994;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Flores Timur;-8.24224000;122.96817000;2024;Sembako, Nutrisi, dan Bahan Sandang;Peningkatan akses makanan dan pengurangan beban ekonomi
